166 3094
129 165 441
76 38 912
117 73 785
134 90 871
70 77 33
71 36 787
156 75 426
102 124 213
2 138 700
125 12 764
92 43 479
89 71 845
155 1 533
116 101 326
110 162 29
118 124 221
55 63 278
85 157 125
148 60 658
165 60 871
117 134 736
21 87 740
64 2 225
114 16 230
21 38 209
48 147 985
17 155 35
24 61 976
127 45 192
28 148 131
107 100 825
15 144 643
76 120 177
109 12 854
69 98 718
54 164 190
48 113 147
137 67 222
25 13 736
130 27 895
61 40 434
97 59 228
120 48 8
106 46 970
35 132 618
87 6 227
32 59 23
99 124 695
126 149 983
165 112 485
80 155 160
139 101 397
52 20 799
29 87 735
91 67 845
123 21 810
52 94 339
25 99 488
103 141 898
22 33 80
144 143 532
79 54 170
76 97 170
86 109 974
161 134 195
38 159 80
144 95 412
116 127 188
24 97 911
147 26 538
65 1 857
6 123 266
54 57 980
27 156 96
23 19 736
8 1 827
90 57 724
111 48 143
27 135 122
120 119 539
116 142 209
126 7 647
154 66 890
86 119 501
76 131 140
102 43 929
158 17 381
93 56 761
115 67 591
75 97 525
18 74 654
108 67 546
143 134 27
83 80 226
66 109 312
103 159 291
3 80 630
87 85 654
59 23 423
121 110 925
1 158 556
28 31 475
105 131 301
166 5 870
152 145 753
26 138 56
108 24 297
164 138 961
73 91 573
107 125 584
74 124 755
139 90 787
59 23 50
142 164 814
130 122 713
100 89 961
33 91 26
110 161 566
101 95 310
143 40 140
68 12 3
8 79 579
36 44 994
166 125 648
166 79 123
108 165 537
102 66 746
71 136 445
156 116 901
106 92 968
136 28 731
25 28 45
157 20 789
158 124 376
128 97 30
61 95 602
49 147 316
66 97 207
87 33 68
149 138 847
62 66 952
165 42 128
13 16 670
66 51 994
145 46 450
6 134 759
156 59 259
165 157 460
135 121 288
13 45 962
68 19 19
25 67 795
113 43 196
125 22 506
164 100 984
1 150 341
98 134 458
135 55 199
40 51 771
70 164 143
8 44 342
44 91 403
145 160 822
39 59 750
53 44 44
143 33 459
117 148 857
101 30 50
30 116 601
125 60 999
141 101 867
28 36 400
152 42 242
97 31 604
40 129 695
7 3 606
25 137 459
43 13 889
91 137 768
150 42 595
90 145 431
77 43 929
125 34 308
137 154 886
13 150 503
68 29 491
109 120 982
122 39 634
57 165 890
11 68 878
76 38 64
87 19 676
59 18 312
17 128 276
56 164 59
124 135 600
116 142 971
77 72 928
2 135 335
99 78 829
106 50 961
92 75 975
123 96 411
144 121 121
7 80 538
18 127 111
92 144 580
44 137 203
93 12 577
70 110 679
4 136 329
133 100 802
86 27 362
35 62 745
41 119 892
42 130 517
35 14 439
153 3 288
102 12 391
156 103 664
85 110 19
33 96 337
105 63 26
47 73 858
161 73 286
166 73 568
31 8 231
102 84 87
135 134 217
124 148 282
157 49 698
158 37 977
78 104 425
72 12 264
161 28 171
47 51 955
13 83 197
80 102 641
79 52 611
84 105 756
141 88 473
21 105 848
135 13 457
136 126 74
166 123 955
74 123 209
62 96 533
86 42 239
46 4 118
139 3 205
19 77 204
145 47 382
136 139 421
150 76 807
102 115 726
30 59 959
133 94 246
146 121 886
18 99 110
165 101 940
141 130 102
152 46 732
21 68 120
79 148 821
49 153 829
155 55 284
119 56 15
122 117 134
49 75 909
32 100 789
60 106 976
16 166 409
60 119 241
140 122 888
39 21 955
124 165 60
151 71 978
139 156 15
151 113 566
95 59 757
63 139 389
28 159 968
127 72 479
130 86 604
26 5 651
119 114 486
109 96 363
129 37 952
101 70 210
138 111 450
29 100 886
115 57 108
19 144 508
8 12 976
82 54 992
154 93 935
39 120 8
164 53 299
162 70 885
87 95 903
75 93 875
152 130 335
69 12 49
60 22 401
9 111 607
69 128 526
148 35 278
108 76 277
162 41 269
57 25 37
76 127 117
119 61 191
115 17 830
60 92 236
52 69 90
99 144 719
51 37 342
9 118 502
104 100 320
34 13 274
149 85 425
59 68 931
144 96 381
25 142 602
73 126 277
82 163 202
4 103 734
14 130 942
13 24 343
112 64 273
47 74 911
151 16 322
17 54 127
110 92 378
26 59 985
93 33 580
155 89 501
56 42 278
134 59 509
86 126 434
62 7 162
99 121 218
46 148 623
157 9 569
74 43 597
111 140 335
37 142 189
20 135 525
66 100 151
36 47 650
62 92 242
149 7 482
129 101 432
118 3 905
19 1 333
105 14 378
79 78 55
30 55 668
68 77 689
74 107 65
130 106 922
14 117 756
26 27 521
126 107 752
71 135 283
86 49 307
57 67 811
79 136 935
70 156 868
143 60 159
57 31 479
82 135 912
133 149 391
54 35 160
140 62 59
147 69 112
20 76 44
130 124 454
85 68 882
78 119 245
157 111 221
96 88 984
62 133 894
132 104 945
2 125 76
112 14 406
148 36 843
108 21 187
63 51 922
159 162 790
155 73 282
164 40 965
131 43 761
96 108 706
140 133 204
23 31 359
110 154 163
102 125 611
115 10 493
38 21 639
113 86 82
79 143 399
14 142 533
65 144 941
82 61 711
37 80 613
72 123 932
86 14 219
22 141 587
125 25 435
112 41 251
114 50 657
18 152 79
121 148 192
45 24 206
54 120 626
73 139 34
37 30 203
74 32 285
42 132 124
146 54 789
125 136 122
157 30 209
14 32 108
141 64 724
38 48 634
130 30 917
9 104 161
42 106 251
54 38 858
115 9 914
144 98 393
71 108 399
2 111 419
53 79 685
153 119 819
3 97 898
75 104 599
52 81 417
122 85 818
143 13 675
93 152 620
40 35 319
41 77 284
80 65 256
96 60 992
114 107 759
87 130 288
54 28 785
162 89 554
156 88 833
99 112 221
55 160 297
104 75 472
155 89 854
160 18 450
97 2 887
53 67 608
126 41 508
145 16 714
62 111 609
26 164 493
98 25 838
155 159 131
151 147 987
41 128 227
121 148 555
58 122 533
107 28 807
28 109 672
10 7 888
76 79 226
25 88 94
9 120 303
69 24 16
74 26 982
36 46 140
24 28 284
101 2 9
102 123 533
35 140 215
130 99 513
54 65 829
145 75 512
49 156 665
102 71 751
42 100 948
150 153 750
83 114 909
80 109 195
123 14 279
72 120 889
158 75 640
25 16 47
25 63 42
153 34 851
20 13 866
61 83 555
55 120 130
143 24 409
10 109 647
148 128 785
153 71 509
165 40 360
95 62 858
166 21 315
91 149 778
97 132 685
111 130 98
19 10 339
115 22 815
83 157 619
123 126 577
113 109 828
150 1 184
88 123 616
132 13 69
113 147 674
102 148 310
35 10 118
12 90 110
15 75 536
117 68 904
65 10 540
125 24 707
22 138 32
65 70 33
96 62 395
44 138 841
52 158 195
74 46 393
29 104 695
83 87 123
17 124 426
152 76 18
58 104 474
145 81 397
37 111 809
38 61 777
123 90 780
92 29 225
16 144 143
136 104 342
71 165 240
163 104 73
61 20 224
127 111 744
28 34 524
112 147 892
160 50 220
131 22 515
99 139 852
17 16 865
45 51 813
17 157 724
129 134 521
60 129 451
162 125 336
9 107 969
86 8 734
7 48 747
135 137 34
1 4 248
115 139 451
118 48 64
80 120 581
22 117 187
63 91 398
70 145 154
156 30 198
121 119 500
100 116 549
69 90 459
15 130 569
47 29 827
54 102 943
137 33 994
9 29 762
72 132 565
142 104 253
119 59 721
112 91 559
26 59 909
94 87 765
104 56 933
111 47 175
102 84 364
26 133 486
8 155 324
36 67 696
33 153 181
72 57 921
74 77 514
62 72 72
79 72 309
111 34 995
161 154 407
135 141 884
165 23 503
34 119 193
124 43 887
10 121 853
25 94 612
78 132 211
56 123 806
29 77 817
154 71 938
87 89 207
141 8 906
73 122 409
27 100 398
136 163 238
2 37 404
137 4 126
112 33 860
89 42 43
90 135 505
96 17 763
92 64 703
135 75 830
70 100 137
52 68 906
24 40 588
42 9 108
77 109 360
65 68 978
103 3 357
94 142 799
26 42 317
8 95 637
25 85 391
75 112 249
19 123 834
77 142 393
83 73 191
159 11 136
86 51 578
76 110 292
86 148 102
136 166 400
165 25 296
81 87 856
80 160 234
145 66 240
25 50 289
126 29 59
164 166 476
21 56 693
118 73 906
34 37 975
78 142 682
43 35 254
11 145 466
107 130 487
141 136 250
114 13 398
156 124 316
149 7 769
133 64 742
23 48 228
21 129 390
23 113 208
88 110 598
27 113 57
133 142 289
142 154 221
76 62 787
3 16 38
102 136 931
121 141 485
16 38 334
30 70 562
102 20 985
44 144 608
10 7 40
51 16 331
109 166 825
23 1 8
88 66 38
93 11 303
21 28 953
71 163 753
3 161 843
15 136 737
27 116 597
106 135 732
109 153 333
72 80 871
63 10 88
24 32 494
101 140 299
73 122 520
108 148 960
57 85 449
142 61 644
111 6 985
9 62 474
43 9 250
119 114 223
120 84 225
98 90 627
52 51 25
23 125 918
20 13 283
113 106 198
160 106 343
89 56 30
40 127 483
159 127 193
97 112 389
29 18 297
21 85 682
42 89 369
70 103 523
77 123 490
28 157 672
63 25 904
40 94 162
114 88 683
20 38 582
102 138 436
98 27 255
148 134 402
137 78 19
6 164 72
21 86 274
105 41 56
117 155 325
41 24 974
32 145 811
142 130 613
29 163 427
110 22 280
166 21 383
24 120 412
67 58 636
148 54 149
107 86 155
26 33 176
92 28 86
59 108 331
27 123 855
44 46 934
45 59 198
89 146 611
112 97 223
112 81 178
126 166 561
11 134 545
49 77 831
60 166 308
95 140 558
145 112 331
35 119 587
114 70 791
149 61 419
113 74 614
84 46 531
123 103 108
147 14 85
96 151 126
50 17 641
145 19 288
65 154 737
36 8 724
44 1 37
115 114 598
9 102 393
17 98 585
158 41 255
122 2 266
130 131 338
87 117 533
80 97 243
32 164 20
105 124 103
17 61 554
86 38 853
91 62 180
63 96 653
24 36 166
139 28 208
43 88 654
112 16 620
38 76 973
55 100 961
56 150 614
138 85 389
105 115 139
59 65 122
79 162 401
47 59 617
21 166 108
8 48 927
128 35 907
43 102 265
41 23 963
54 116 645
151 1 559
39 46 50
31 166 447
142 68 97
37 70 328
98 41 674
7 165 805
150 31 903
91 157 691
46 51 562
41 156 445
152 4 43
104 74 525
158 135 52
38 9 402
24 127 526
163 43 745
80 38 435
155 97 906
104 83 201
132 72 936
79 94 243
137 34 697
123 160 862
150 122 388
1 155 197
61 96 380
150 110 679
141 102 717
142 43 984
123 84 314
45 115 61
4 158 783
42 67 927
56 31 117
86 59 372
42 74 557
45 115 735
96 36 315
46 51 539
81 106 430
63 157 882
74 76 851
59 58 855
85 128 768
121 3 184
13 3 518
83 97 460
117 118 266
101 162 504
107 82 8
59 72 381
20 14 312
165 116 246
100 5 991
89 108 322
66 134 257
86 135 223
36 94 875
98 18 788
133 16 263
119 1 123
35 158 253
112 116 553
72 109 747
126 135 811
164 74 569
166 19 546
27 93 957
55 128 905
16 13 625
137 151 477
92 7 910
11 121 959
137 7 878
16 25 370
102 89 874
129 113 3
64 14 734
69 80 961
8 133 179
112 15 213
157 34 194
37 122 41
65 70 948
137 77 649
77 9 282
71 105 229
24 163 704
116 72 774
58 26 976
129 125 507
55 121 349
131 162 795
24 68 57
65 28 313
41 68 443
71 63 348
153 138 524
2 160 295
145 56 7
98 80 632
76 108 557
143 141 201
49 166 861
147 82 694
138 22 574
113 61 511
133 6 576
99 158 841
100 165 211
147 26 421
148 58 305
16 115 506
36 51 602
36 81 136
71 18 53
61 1 223
54 1 172
4 66 891
1 78 582
35 129 64
144 165 704
21 98 326
75 67 902
65 48 937
42 53 200
140 33 500
159 117 198
10 24 160
101 30 460
30 132 461
14 96 615
8 71 854
66 57 521
112 150 765
32 126 732
56 32 129
140 29 731
79 28 795
156 44 374
114 160 232
32 62 567
81 8 994
29 22 916
163 60 135
146 83 376
137 36 257
17 21 295
72 17 626
38 152 660
134 101 442
12 113 504
33 87 657
85 73 655
137 154 743
132 44 589
39 148 922
92 161 405
90 115 116
15 90 666
105 132 5
28 67 402
81 162 535
139 142 271
98 130 852
145 76 464
96 103 923
87 83 734
153 131 618
150 59 168
122 3 690
59 163 852
76 29 891
64 79 7
83 110 373
10 100 698
11 8 725
87 52 602
72 67 460
118 74 757
80 58 221
43 45 74
150 54 848
142 80 186
17 4 978
166 101 523
152 165 713
86 116 598
90 129 293
66 54 851
69 149 511
112 13 786
151 130 643
72 109 727
20 104 307
77 83 728
29 26 840
102 89 589
124 95 285
6 166 716
50 129 649
1 93 184
113 79 761
126 6 762
160 101 430
95 23 306
10 37 326
51 125 502
116 117 375
17 22 658
76 56 598
40 143 513
53 112 970
83 94 756
113 9 552
130 141 420
115 141 620
155 23 73
56 34 349
162 138 779
14 3 274
139 2 776
35 70 97
158 133 326
55 35 140
53 152 633
129 125 307
140 42 408
111 156 205
140 149 125
113 36 956
7 34 189
90 103 253
66 82 553
131 29 367
129 156 559
45 23 33
9 26 34
56 53 605
106 70 84
78 25 122
14 148 755
35 23 371
8 26 9
162 80 177
38 31 602
158 123 784
156 89 878
20 164 492
6 89 301
163 91 476
20 83 238
74 53 401
21 2 454
15 89 524
136 105 765
74 144 30
66 78 151
162 111 923
30 81 709
6 148 917
82 32 718
10 102 446
144 141 713
72 105 45
77 148 783
153 6 446
99 53 452
17 19 314
135 109 48
33 99 346
154 65 766
156 119 240
99 134 562
66 94 891
131 157 156
90 163 173
27 155 285
103 104 568
84 140 867
19 44 26
12 31 945
21 141 775
77 74 52
80 102 236
42 161 486
26 72 696
164 81 146
108 1 112
141 25 48
93 112 581
23 51 649
126 90 234
78 110 709
70 139 839
140 71 52
89 12 13
24 70 338
48 94 192
150 164 780
32 117 432
54 55 198
75 15 453
63 23 698
59 129 286
129 155 260
57 154 466
8 158 829
47 109 388
94 45 593
87 163 800
31 27 166
130 126 263
78 107 7
130 152 172
156 69 746
132 154 273
154 81 808
13 104 996
86 159 216
76 81 370
147 124 903
77 100 468
54 122 229
8 73 52
50 42 152
121 59 22
42 20 788
7 162 161
116 52 747
136 43 779
27 56 706
95 87 5
131 48 612
91 13 151
131 148 61
160 46 968
56 138 350
154 4 709
89 74 86
129 74 694
33 19 312
114 126 38
110 129 925
112 19 292
142 162 32
129 20 988
59 164 522
6 163 73
84 103 380
99 25 92
82 120 389
153 106 909
148 60 455
105 65 824
81 47 752
152 50 575
104 85 16
105 92 289
143 33 564
53 100 953
52 148 58
87 33 788
68 159 405
122 74 805
48 125 435
14 144 207
107 152 480
90 45 642
67 144 418
24 135 542
21 82 18
38 76 324
12 58 111
111 82 213
39 111 843
24 144 218
29 110 544
97 148 821
74 154 698
133 46 815
42 38 647
124 55 411
52 101 512
71 79 378
148 36 749
156 89 305
96 113 16
2 3 779
89 91 798
94 163 431
16 135 766
122 125 73
1 126 187
132 151 459
29 6 50
65 147 62
40 98 152
52 32 125
75 149 994
92 90 125
10 134 988
129 128 804
29 110 256
33 46 176
34 113 543
136 29 89
1 102 589
65 77 348
135 165 130
102 29 485
95 60 773
38 159 600
107 10 116
128 43 355
141 102 742
9 77 873
157 7 891
133 54 917
79 69 625
59 153 29
123 17 285
25 142 187
7 149 81
37 67 526
62 9 984
116 132 306
156 135 146
140 132 248
110 164 68
142 49 243
152 90 206
162 38 351
81 80 115
33 78 980
59 40 129
109 49 873
15 50 99
46 127 679
158 74 15
11 76 653
110 59 136
1 102 314
34 9 476
165 164 139
36 78 896
162 21 303
160 15 780
65 161 509
131 111 244
111 29 290
45 32 680
83 16 509
155 151 303
34 126 99
22 131 932
152 4 179
123 94 751
42 113 909
110 166 90
75 157 965
141 92 916
53 25 610
31 32 704
104 60 991
41 56 350
94 15 764
158 116 174
83 110 637
19 33 867
114 141 761
18 132 346
13 5 48
107 93 490
103 85 730
117 40 676
34 137 229
78 149 877
69 30 553
70 53 710
147 151 37
88 131 81
89 32 836
160 111 501
150 73 982
35 110 304
43 19 236
153 35 397
44 58 746
41 135 355
79 52 503
155 97 574
48 153 454
7 66 14
152 165 604
76 59 437
71 15 953
10 69 723
49 57 547
127 1 743
101 130 549
157 11 46
87 114 445
62 165 417
12 135 782
45 70 962
56 123 807
111 45 782
34 115 160
99 103 390
135 67 706
89 130 975
165 70 472
3 15 907
128 159 744
154 15 28
95 37 625
103 72 745
93 71 365
64 5 232
65 148 329
143 16 450
4 77 390
14 31 614
60 40 513
9 128 754
152 22 833
15 32 398
71 34 835
83 9 846
60 155 616
137 32 81
12 161 439
37 56 841
15 61 232
98 99 229
82 98 317
3 86 41
44 126 233
95 90 120
110 6 248
104 60 693
5 97 902
68 28 915
137 19 821
51 10 913
115 5 892
2 31 667
108 65 191
52 50 787
153 10 186
24 42 298
105 104 66
125 113 208
53 142 838
109 104 236
82 41 578
81 78 664
137 108 233
89 131 665
31 147 550
158 131 916
5 157 628
155 81 39
150 12 215
60 157 144
15 124 414
116 160 483
24 136 346
48 57 633
81 43 333
79 100 812
82 21 684
21 74 756
33 60 251
86 150 943
30 131 987
103 155 770
11 43 433
12 101 77
132 116 39
22 157 232
75 56 484
40 104 896
6 58 626
124 43 999
50 13 561
16 43 571
156 35 667
116 132 276
153 86 423
155 73 341
87 159 420
160 18 519
127 32 553
160 94 886
152 141 334
165 101 835
149 59 686
25 164 940
135 11 140
131 85 413
96 99 801
16 144 366
56 140 81
93 81 233
163 17 785
137 92 880
129 83 842
115 37 807
143 54 794
141 99 130
86 23 1000
111 96 134
106 150 231
131 153 934
130 91 434
74 64 790
45 164 15
47 26 222
139 156 440
119 112 11
73 156 38
86 151 633
24 35 104
34 28 666
128 81 247
5 52 43
112 162 986
98 116 779
165 18 899
138 123 319
150 128 93
85 71 412
84 161 542
5 42 115
160 114 850
25 99 415
89 153 386
31 111 967
38 56 260
58 22 268
5 154 850
145 93 872
6 3 915
95 17 632
134 32 181
50 49 324
64 15 341
163 9 385
164 130 642
145 35 378
137 60 797
31 93 137
128 14 872
14 113 254
149 56 751
126 95 538
32 60 337
164 54 51
57 62 493
52 112 706
70 27 255
153 118 258
134 58 583
153 9 580
81 113 72
27 100 127
23 141 136
40 144 936
16 42 308
36 27 366
45 38 562
77 17 724
107 53 630
81 39 122
47 40 291
144 9 886
55 93 688
34 93 484
64 144 877
81 52 97
20 72 221
110 153 862
18 88 637
117 126 137
55 28 973
51 20 161
5 130 362
103 111 671
56 86 221
157 5 466
105 71 893
111 12 166
46 48 27
83 68 70
69 95 979
43 162 167
83 53 27
131 109 853
112 74 454
25 50 512
77 23 515
88 129 484
27 48 587
107 65 352
87 80 71
52 51 559
45 52 559
24 43 448
61 41 738
124 135 573
112 154 339
151 61 237
70 95 258
150 122 798
142 66 704
75 13 736
48 114 679
60 153 625
11 6 652
128 65 535
104 21 406
40 9 845
105 159 345
15 77 375
95 123 87
151 58 433
115 160 62
64 145 940
79 16 626
7 107 204
66 3 849
18 97 146
69 52 393
153 106 502
73 8 600
85 150 559
128 7 41
159 85 815
143 18 443
90 9 313
27 132 5
82 135 784
81 40 342
99 162 858
135 104 432
166 104 241
77 157 693
27 152 514
18 13 862
4 73 568
37 113 96
78 41 54
46 94 802
123 34 880
103 35 522
42 62 332
93 6 160
163 33 193
146 22 960
38 76 182
149 47 525
161 50 103
36 43 12
67 92 265
124 64 876
72 123 45
135 78 272
124 142 795
80 84 537
92 3 123
7 48 662
33 163 807
91 55 554
89 73 751
40 63 276
29 35 344
142 95 492
147 22 331
123 39 69
122 107 179
62 30 129
149 51 387
79 163 779
77 154 292
48 157 487
132 156 697
149 18 704
132 152 992
11 68 553
126 109 803
139 73 75
90 1 34
162 81 975
141 116 382
46 21 278
25 94 33
76 29 938
59 164 455
149 124 986
162 149 212
117 88 234
73 14 526
121 70 121
118 95 73
35 63 910
52 2 526
29 51 36
149 37 429
12 37 389
149 34 540
155 5 498
89 37 289
156 16 191
78 37 419
140 68 229
111 32 842
39 151 871
151 69 409
66 57 787
133 156 413
138 110 399
23 51 199
143 122 611
22 123 917
146 166 326
22 156 456
72 126 943
133 90 553
20 57 687
2 154 122
41 13 377
84 163 112
11 76 655
137 101 503
87 86 768
54 44 84
156 88 682
106 144 104
100 155 116
166 38 644
123 114 467
118 134 14
49 103 796
80 39 762
166 103 364
45 99 363
112 94 618
48 44 307
18 52 878
146 144 809
97 7 441
58 78 604
19 112 223
101 135 388
65 51 817
117 45 900
14 74 731
83 124 723
9 41 124
101 13 398
86 38 271
28 87 883
40 106 326
154 82 480
73 5 961
120 5 922
45 102 903
30 3 981
125 94 495
102 1 657
8 60 463
65 108 160
111 35 348
82 51 68
73 140 633
8 60 728
161 91 615
82 97 449
118 149 649
4 91 723
142 122 161
70 135 494
53 55 846
86 126 770
85 29 640
110 33 219
102 85 741
130 54 825
74 159 434
120 54 935
43 46 950
21 118 388
159 55 865
128 1 39
96 106 309
130 22 649
166 144 270
60 81 805
118 17 731
158 38 355
25 124 409
79 6 775
139 73 428
99 78 857
64 57 532
102 163 287
8 17 478
103 129 788
122 162 997
23 154 258
118 159 591
158 42 590
7 91 315
66 64 277
129 78 3
125 102 597
144 41 879
5 76 50
138 93 435
96 157 103
119 62 68
139 30 587
85 68 953
157 133 131
89 20 818
139 109 651
64 157 331
140 75 69
3 33 670
47 15 801
166 142 323
165 40 981
133 56 270
144 79 618
122 8 916
40 112 130
131 93 15
107 39 367
57 45 426
