197 1112
160 156 368
5 71 179
144 3 364
125 145 308
48 188 680
31 114 503
3 65 629
28 156 201
129 100 131
129 194 952
20 119 729
127 107 876
120 188 845
156 44 87
74 54 364
51 130 48
22 68 257
100 52 262
37 18 716
35 190 351
194 105 746
154 26 297
128 83 69
21 180 220
126 111 4
176 26 309
185 14 121
127 1 184
56 91 589
192 164 749
8 76 138
129 38 826
84 103 838
105 28 43
91 193 288
35 168 765
131 31 293
1 8 869
5 54 512
140 45 164
98 122 934
142 73 237
70 166 32
19 138 95
161 177 125
59 23 549
75 63 594
136 114 456
121 36 168
166 137 856
101 55 993
21 9 477
157 181 428
143 121 573
102 32 191
46 16 9
38 49 756
40 165 632
158 52 335
126 192 494
107 93 321
79 42 932
181 56 119
34 71 344
139 117 183
87 90 571
96 163 924
85 72 353
35 76 241
13 66 469
33 5 714
177 119 802
38 112 39
83 53 217
136 38 466
43 49 584
137 172 710
25 166 734
96 122 532
137 97 289
77 73 764
3 97 804
168 179 495
192 89 359
58 77 55
188 39 197
145 103 382
180 189 864
196 67 999
117 52 346
115 132 527
113 156 307
184 118 983
64 18 487
55 1 610
126 149 146
6 183 625
141 163 793
54 144 390
116 101 535
161 113 193
60 35 253
95 126 813
104 93 594
141 151 904
129 89 358
64 93 19
110 93 871
27 97 193
176 41 907
164 124 357
36 54 427
91 32 590
52 158 17
179 50 449
16 128 3
101 176 850
107 86 142
173 181 58
8 132 401
55 86 564
61 76 436
101 18 13
179 22 85
148 192 195
129 83 176
22 67 418
69 46 170
55 96 614
125 40 603
174 131 956
126 14 182
155 146 805
105 162 899
63 3 215
15 161 914
33 188 30
72 13 965
113 164 809
126 93 344
75 54 782
128 131 256
7 149 597
171 98 480
46 163 27
83 95 326
6 2 401
122 41 239
10 99 504
139 105 693
180 131 746
181 94 477
141 113 890
194 44 995
181 81 367
27 98 21
72 194 353
64 78 882
8 196 124
121 186 977
69 29 643
152 119 53
189 26 277
11 100 767
156 11 415
134 61 836
112 75 437
131 22 961
20 170 99
163 145 636
66 96 133
96 111 607
101 185 423
55 10 560
1 25 214
127 181 724
164 156 425
153 174 278
29 31 393
159 68 111
167 132 685
146 164 439
178 127 724
13 127 428
128 22 946
164 143 324
83 165 618
117 126 559
138 98 364
155 7 205
150 149 910
165 89 652
112 183 482
177 64 159
103 164 254
147 82 382
99 157 314
27 167 507
66 41 876
68 189 394
123 11 245
187 148 103
170 181 379
91 168 315
150 58 889
118 187 872
137 25 11
101 176 584
116 74 89
19 196 664
125 67 822
192 73 220
178 54 784
23 183 379
32 68 950
67 9 739
118 186 80
194 35 276
76 163 18
193 81 191
131 144 973
123 187 107
194 35 532
121 43 407
165 75 609
104 157 52
147 80 570
73 78 435
122 80 185
196 27 112
141 124 521
106 161 608
115 117 868
58 75 344
178 172 214
178 157 741
32 47 612
73 55 982
106 109 408
8 6 427
132 8 700
35 42 52
90 173 420
39 113 113
79 63 50
172 149 910
105 149 537
133 81 82
41 141 52
44 177 100
52 179 34
115 22 352
43 133 926
134 29 492
147 121 808
69 5 685
127 161 763
108 35 335
4 132 915
42 111 984
140 146 945
159 133 64
42 127 583
2 178 233
9 159 504
57 185 423
67 100 781
78 85 599
119 23 202
81 48 201
166 100 126
40 28 318
3 131 800
169 192 498
67 184 878
108 126 885
135 65 454
54 129 238
181 79 935
108 173 597
195 56 801
194 112 612
176 96 823
5 18 780
142 141 724
197 127 764
36 79 482
191 185 554
65 135 867
114 177 480
43 161 346
172 177 558
116 175 549
127 18 701
93 53 895
115 9 548
145 61 504
100 136 814
101 196 790
78 96 82
5 136 237
81 4 145
96 197 888
94 35 889
113 138 634
58 76 443
140 32 918
11 186 657
157 154 98
57 141 711
118 3 232
155 65 19
95 194 878
10 51 704
43 95 751
192 172 170
169 195 364
87 14 92
9 169 549
8 7 197
56 37 142
71 51 514
28 27 915
68 3 872
36 192 507
22 13 552
148 77 886
108 137 737
72 35 951
158 74 296
82 154 491
59 107 176
30 125 450
175 86 9
76 136 148
103 28 253
133 69 265
106 112 677
71 36 256
152 96 251
165 2 345
134 165 361
154 44 490
86 163 842
67 153 607
3 13 762
67 172 858
140 17 394
166 196 871
108 150 711
49 69 268
13 193 646
195 113 643
97 138 893
140 102 590
142 121 782
42 108 312
152 34 312
100 109 293
51 111 785
9 50 187
4 55 676
111 20 836
40 42 728
67 77 980
4 23 198
26 174 369
44 188 607
175 108 154
140 16 681
156 69 696
85 28 541
56 48 551
76 127 705
146 19 266
196 95 1000
188 79 837
149 67 968
103 130 516
188 157 756
107 57 180
72 95 179
166 161 625
35 82 109
180 127 571
64 145 920
59 69 989
182 75 454
171 128 819
175 141 205
129 176 817
101 52 763
51 195 985
33 197 13
130 144 230
77 29 650
196 193 277
78 13 797
181 189 33
142 174 356
156 63 904
69 116 366
45 7 621
185 146 879
173 122 711
69 64 841
147 145 768
27 69 850
120 93 248
186 132 940
38 141 161
86 190 274
86 64 571
159 50 38
22 15 844
123 179 168
149 74 975
51 60 387
160 192 968
179 88 741
40 133 325
27 193 364
75 120 783
181 121 508
73 68 325
193 2 902
19 35 640
100 96 452
10 70 810
82 68 292
66 101 982
177 174 680
144 82 306
75 17 263
117 184 304
169 130 922
68 181 365
155 126 207
21 180 242
34 144 392
151 61 544
85 107 11
50 156 91
148 37 659
175 41 104
67 101 950
189 120 138
147 111 905
60 145 592
158 146 167
174 89 623
32 119 55
125 14 660
60 117 619
10 16 695
106 33 770
22 169 385
33 58 496
59 192 920
172 164 60
68 118 430
176 35 254
116 43 109
18 63 482
78 55 547
30 116 323
186 24 862
52 22 53
116 72 508
161 5 300
18 188 262
60 173 403
187 197 567
89 193 732
41 88 784
38 27 683
76 135 281
164 156 251
41 54 935
78 197 505
3 163 650
36 26 545
90 35 300
154 107 1
57 121 579
58 143 993
74 55 516
115 87 704
86 85 234
180 192 919
65 147 641
124 107 911
56 64 741
133 138 457
45 192 800
82 8 12
2 87 835
151 65 289
156 148 862
28 12 987
50 17 202
51 117 665
66 103 366
39 30 660
134 54 487
37 52 999
7 89 647
134 129 261
105 186 115
135 47 88
158 179 442
80 76 19
185 197 542
121 18 805
89 22 491
147 119 31
169 73 494
37 100 276
84 174 371
47 114 514
70 131 640
184 19 910
20 69 75
162 96 149
3 168 113
183 2 158
129 115 527
83 4 342
9 190 682
