134 482
56 114 92
56 44 302
89 74 841
114 7 567
54 115 926
25 31 726
103 16 135
131 36 449
78 36 77
123 78 679
35 133 210
45 100 597
108 46 181
40 65 452
21 42 21
76 87 242
10 56 490
122 52 480
54 128 995
41 30 569
3 53 52
60 128 935
123 68 198
92 32 642
124 83 218
85 50 839
57 91 444
79 76 495
54 89 621
103 120 187
18 122 313
93 72 458
124 34 554
112 111 163
33 78 689
116 60 120
101 42 52
63 57 506
49 29 176
75 11 332
131 63 29
71 83 833
48 53 634
80 103 625
28 8 631
122 13 744
82 11 144
134 86 81
71 60 306
61 132 893
96 133 192
114 72 771
32 133 101
74 122 30
100 47 173
26 4 707
91 102 169
93 75 890
27 11 58
101 129 280
102 3 298
107 4 545
53 100 345
58 110 281
101 10 859
74 47 651
104 85 338
42 25 366
24 10 92
90 18 453
43 61 701
22 89 490
91 96 749
110 61 415
66 85 466
