142 3772
20 21 462
115 120 629
130 109 154
81 29 28
36 42 179
57 112 943
73 66 570
130 98 935
11 90 430
73 110 613
24 65 738
18 59 673
87 106 65
113 71 717
27 42 751
91 48 89
112 100 570
10 51 679
1 99 532
6 26 601
55 104 573
28 105 572
91 64 362
42 88 988
54 99 198
74 54 951
12 53 638
20 102 836
5 66 296
104 43 516
97 125 948
31 133 550
84 22 665
83 43 899
37 117 360
32 92 746
118 47 416
118 25 743
48 78 591
3 126 520
96 90 0
19 72 63
11 125 401
5 105 903
123 57 110
135 47 658
101 139 500
37 41 751
82 137 278
22 69 957
140 8 985
49 121 698
19 77 34
73 14 20
77 78 262
80 27 907
5 136 517
115 138 780
117 11 204
25 119 459
131 110 665
128 134 733
51 141 648
90 19 978
75 42 605
38 112 635
74 122 689
31 55 729
21 19 552
108 101 640
113 82 680
25 30 386
131 37 128
90 130 967
56 72 519
43 98 645
112 11 366
100 47 450
72 22 465
33 133 677
48 39 203
106 64 127
102 50 287
63 95 225
126 7 231
74 4 675
124 1 770
62 136 89
3 141 288
15 81 570
41 109 976
10 61 310
93 71 388
37 130 778
43 86 267
118 2 893
59 100 26
22 21 112
39 105 46
82 139 71
22 5 396
10 35 846
118 117 996
66 11 636
54 118 286
135 25 853
68 43 537
115 63 61
36 70 64
93 41 481
26 72 247
104 30 14
54 125 676
18 14 80
72 89 761
115 41 833
113 27 986
67 26 769
58 6 604
100 118 487
51 24 755
57 82 365
39 132 41
39 1 375
52 37 835
47 121 21
98 69 458
129 39 418
123 11 743
82 59 348
118 133 652
5 67 493
62 139 894
128 9 283
13 12 837
85 139 602
33 101 185
90 142 401
25 130 49
44 66 820
106 62 938
142 95 977
98 92 971
70 37 54
42 76 958
24 68 952
34 105 946
126 137 740
64 94 510
119 112 44
128 133 848
75 90 613
76 106 588
87 80 29
